table_index,caption,col1,col2,col3
0,Resum dades: temperatura màxima avui,Barcelona - Zona Universitària,30.3,
0,Resum dades: temperatura màxima avui,Vinebre,30.2,
0,Resum dades: temperatura màxima avui,Benissanet,30.1,
0,Resum dades: temperatura màxima avui,Vilanova i la Geltrú,30.0,
0,Resum dades: temperatura màxima avui,Torroja del Priorat,29.9,
0,Resum dades: temperatura màxima avui,Constantí,29.6,
0,Resum dades: temperatura màxima avui,el Prat de Llobregat,29.6,
0,Resum dades: temperatura màxima avui,Cunit,29.5,
0,Resum dades: temperatura màxima avui,el Vendrell,29.4,
0,Resum dades: temperatura màxima avui,Pantà de Riba-roja,29.4,
1,Resum dades: temperatura mínima avui,Das - Aeròdrom,11.8,
1,Resum dades: temperatura mínima avui,Guixers - Valls,12.9,
1,Resum dades: temperatura mínima avui,el Pont de Suert,14.3,
1,Resum dades: temperatura mínima avui,Bonabé (1.691 m),14.5,
1,Resum dades: temperatura mínima avui,Guardiola de Berguedà,14.8,
1,Resum dades: temperatura mínima avui,Sant Pau de Segúries,15.2,
1,Resum dades: temperatura mínima avui,Puigcerdà,15.4,
1,Resum dades: temperatura mínima avui,Vielha - Elipòrt,15.5,
1,Resum dades: temperatura mínima avui,Castellar de n'Hug - el Clot del Moro,15.6,
1,Resum dades: temperatura mínima avui,Sort,15.6,
2,Resum dades: velocitat i direcció del vent avui,Puig Sesolles (1.666 m),SO,40.3
2,Resum dades: velocitat i direcció del vent avui,Ulldemolins,E,33.1
2,Resum dades: velocitat i direcció del vent avui,Portbou - coll dels Belitres,N,32.4
2,Resum dades: velocitat i direcció del vent avui,Montsec d'Ares (1.571 m),SE,31.7
2,Resum dades: velocitat i direcció del vent avui,Margalef,NE,29.9
2,Resum dades: velocitat i direcció del vent avui,Alguaire,E,29.9
2,Resum dades: velocitat i direcció del vent avui,Pujalt,SE,28.8
2,Resum dades: velocitat i direcció del vent avui,Cervera,SE,27.4
2,Resum dades: velocitat i direcció del vent avui,Massoteres,SE,27.4
2,Resum dades: velocitat i direcció del vent avui,Roses,N,27.0
3,Resum dades: precipitació avui,Sant Pere Pescador,0.1,
3,Resum dades: precipitació avui,Castellnou de Seana,0.0,
3,Resum dades: precipitació avui,Tàrrega,0.0,
3,Resum dades: precipitació avui,Cervera,0.0,
3,Resum dades: precipitació avui,Mas de Barberans,0.0,
3,Resum dades: precipitació avui,Orís,0.0,
3,Resum dades: precipitació avui,la Seu d'Urgell - Bellestar,0.0,
3,Resum dades: precipitació avui,els Hostalets de Pierola,0.0,
3,Resum dades: precipitació avui,Molló - Fabert,0.0,
3,Resum dades: precipitació avui,Sant Pau de Segúries,0.0,
