table_index,caption,col1,col2,col3
0,Resum dades: temperatura màxima avui,Vallirana,33.3,
0,Resum dades: temperatura màxima avui,el Montmell,33.2,
0,Resum dades: temperatura màxima avui,Espolla,33.1,
0,Resum dades: temperatura màxima avui,Cabanes,33.1,
0,Resum dades: temperatura màxima avui,l'Ametlla de Mar,32.8,
0,Resum dades: temperatura màxima avui,Sant Sadurní d'Anoia,32.7,
0,Resum dades: temperatura màxima avui,Torroella de Fluvià,32.6,
0,Resum dades: temperatura màxima avui,Castellbisbal,32.5,
0,Resum dades: temperatura màxima avui,Fornells de la Selva,32.4,
0,Resum dades: temperatura màxima avui,l'Aldea,32.3,
1,Resum dades: temperatura mínima avui,Das - Aeròdrom,9.3,
1,Resum dades: temperatura mínima avui,Bonabé (1.691 m),9.9,
1,Resum dades: temperatura mínima avui,Guixers - Valls,11.7,
1,Resum dades: temperatura mínima avui,Sant Pau de Segúries,11.8,
1,Resum dades: temperatura mínima avui,el Pont de Suert,11.8,
1,Resum dades: temperatura mínima avui,Prades,11.8,
1,Resum dades: temperatura mínima avui,Puigcerdà,12.5,
1,Resum dades: temperatura mínima avui,Vielha - Elipòrt,12.7,
1,Resum dades: temperatura mínima avui,Guardiola de Berguedà,13.0,
1,Resum dades: temperatura mínima avui,Molló - Fabert,13.3,
2,Resum dades: velocitat i direcció del vent avui,Portbou - coll dels Belitres,N,64.4
2,Resum dades: velocitat i direcció del vent avui,Roses,NE,39.2
2,Resum dades: velocitat i direcció del vent avui,Puig Sesolles (1.666 m),SO,36.0
2,Resum dades: velocitat i direcció del vent avui,Organyà,NE,33.1
2,Resum dades: velocitat i direcció del vent avui,Pantà de Darnius - Boadella,NE,28.4
2,Resum dades: velocitat i direcció del vent avui,Alguaire,E,27.7
2,Resum dades: velocitat i direcció del vent avui,Montsec d'Ares (1.571 m),O,27.4
2,Resum dades: velocitat i direcció del vent avui,Molló - Fabert,S,24.8
2,Resum dades: velocitat i direcció del vent avui,la Pobla de Segur,NO,23.8
2,Resum dades: velocitat i direcció del vent avui,Perafita,S,23.4
3,Resum dades: precipitació avui,Sant Pau de Segúries,0.1,
3,Resum dades: precipitació avui,l'Ametlla de Mar,0.1,
3,Resum dades: precipitació avui,Castellnou de Seana,0.0,
3,Resum dades: precipitació avui,Tàrrega,0.0,
3,Resum dades: precipitació avui,Cervera,0.0,
3,Resum dades: precipitació avui,Mas de Barberans,0.0,
3,Resum dades: precipitació avui,Orís,0.0,
3,Resum dades: precipitació avui,la Seu d'Urgell - Bellestar,0.0,
3,Resum dades: precipitació avui,els Hostalets de Pierola,0.0,
3,Resum dades: precipitació avui,Molló - Fabert,0.0,
