table_index,caption,col1,col2,col3
0,Resum dades: temperatura màxima avui,Pantà de Siurana,31.6,
0,Resum dades: temperatura màxima avui,Torroja del Priorat,31.6,
0,Resum dades: temperatura màxima avui,Vilanova de Meià,30.7,
0,Resum dades: temperatura màxima avui,Vallirana,30.2,
0,Resum dades: temperatura màxima avui,Vinebre,30.0,
0,Resum dades: temperatura màxima avui,Oliola,30.0,
0,Resum dades: temperatura màxima avui,el Montmell,29.9,
0,Resum dades: temperatura màxima avui,Falset,29.9,
0,Resum dades: temperatura màxima avui,Aldover,29.8,
0,Resum dades: temperatura màxima avui,la Bisbal del Penedès,29.8,
1,Resum dades: temperatura mínima avui,Das - Aeròdrom,3.5,
1,Resum dades: temperatura mínima avui,Prades,5.9,
1,Resum dades: temperatura mínima avui,Guixers - Valls,6.6,
1,Resum dades: temperatura mínima avui,Guardiola de Berguedà,7.5,
1,Resum dades: temperatura mínima avui,Sant Pau de Segúries,7.6,
1,Resum dades: temperatura mínima avui,el Pont de Suert,7.9,
1,Resum dades: temperatura mínima avui,Puigcerdà,8.0,
1,Resum dades: temperatura mínima avui,Castellar de n'Hug - el Clot del Moro,8.6,
1,Resum dades: temperatura mínima avui,Bonabé (1.691 m),8.8,
1,Resum dades: temperatura mínima avui,Tírvia,8.9,
2,Resum dades: velocitat i direcció del vent avui,Organyà,NE,32.8
2,Resum dades: velocitat i direcció del vent avui,Puig Sesolles (1.666 m),SO,31.7
2,Resum dades: velocitat i direcció del vent avui,Montsec d'Ares (1.571 m),S,29.2
2,Resum dades: velocitat i direcció del vent avui,Muntanyola,O,28.8
2,Resum dades: velocitat i direcció del vent avui,Port de Barcelona - ZAL Prat,O,27.4
2,Resum dades: velocitat i direcció del vent avui,Alguaire,E,27.0
2,Resum dades: velocitat i direcció del vent avui,Port de Barcelona - Bocana Sud,O,26.6
2,Resum dades: velocitat i direcció del vent avui,Mataró,NO,25.9
2,Resum dades: velocitat i direcció del vent avui,Barcelona - Observatori Fabra,NO,25.2
2,Resum dades: velocitat i direcció del vent avui,Ulldemolins,SE,25.2
3,Resum dades: precipitació avui,Sant Pere Pescador,0.1,
3,Resum dades: precipitació avui,la Tallada d'Empordà,0.1,
3,Resum dades: precipitació avui,Torroella de Montgrí,0.1,
3,Resum dades: precipitació avui,Cassà de la Selva,0.1,
3,Resum dades: precipitació avui,Girona,0.1,
3,Resum dades: precipitació avui,Vic,0.1,
3,Resum dades: precipitació avui,Palafrugell,0.1,
3,Resum dades: precipitació avui,Castellnou de Seana,0.0,
3,Resum dades: precipitació avui,Tàrrega,0.0,
3,Resum dades: precipitació avui,Cervera,0.0,
