table_index,caption,col1,col2,col3
0,Resum dades: temperatura màxima avui,Cabanes,32.9,
0,Resum dades: temperatura màxima avui,Vilanova i la Geltrú,32.7,
0,Resum dades: temperatura màxima avui,Espolla,32.6,
0,Resum dades: temperatura màxima avui,Torroella de Fluvià,32.3,
0,Resum dades: temperatura màxima avui,l'Aldea,32.0,
0,Resum dades: temperatura màxima avui,Barcelona - Zona Universitària,31.9,
0,Resum dades: temperatura màxima avui,Navata,31.8,
0,Resum dades: temperatura màxima avui,Vallirana,31.7,
0,Resum dades: temperatura màxima avui,Castelló d'Empúries,31.7,
0,Resum dades: temperatura màxima avui,Canyelles,31.7,
1,Resum dades: temperatura mínima avui,Bonabé (1.691 m),11.9,
1,Resum dades: temperatura mínima avui,Prades,12.0,
1,Resum dades: temperatura mínima avui,Das - Aeròdrom,12.8,
1,Resum dades: temperatura mínima avui,el Pont de Suert,13.6,
1,Resum dades: temperatura mínima avui,Sant Pau de Segúries,14.1,
1,Resum dades: temperatura mínima avui,Guixers - Valls,14.2,
1,Resum dades: temperatura mínima avui,Puigcerdà,14.4,
1,Resum dades: temperatura mínima avui,Guardiola de Berguedà,14.5,
1,Resum dades: temperatura mínima avui,Castellar de n'Hug - el Clot del Moro,14.6,
1,Resum dades: temperatura mínima avui,la Llacuna,15.0,
2,Resum dades: velocitat i direcció del vent avui,Portbou - coll dels Belitres,N,68.0
2,Resum dades: velocitat i direcció del vent avui,Organyà,NE,31.0
2,Resum dades: velocitat i direcció del vent avui,Miami Platja,O,28.1
2,Resum dades: velocitat i direcció del vent avui,el Perelló,N,26.6
2,Resum dades: velocitat i direcció del vent avui,Ulldemolins,E,25.9
2,Resum dades: velocitat i direcció del vent avui,el Prat de Llobregat,NO,25.9
2,Resum dades: velocitat i direcció del vent avui,Mataró,NO,24.8
2,Resum dades: velocitat i direcció del vent avui,Pantà de Darnius - Boadella,E,23.8
2,Resum dades: velocitat i direcció del vent avui,Alguaire,E,23.8
2,Resum dades: velocitat i direcció del vent avui,Riudecanyes,NO,23.0
3,Resum dades: precipitació avui,Guardiola de Berguedà,0.1,
3,Resum dades: precipitació avui,Castellnou de Seana,0.0,
3,Resum dades: precipitació avui,Tàrrega,0.0,
3,Resum dades: precipitació avui,Cervera,0.0,
3,Resum dades: precipitació avui,Mas de Barberans,0.0,
3,Resum dades: precipitació avui,Orís,0.0,
3,Resum dades: precipitació avui,la Seu d'Urgell - Bellestar,0.0,
3,Resum dades: precipitació avui,els Hostalets de Pierola,0.0,
3,Resum dades: precipitació avui,Molló - Fabert,0.0,
3,Resum dades: precipitació avui,Sant Pau de Segúries,0.0,
