table_index,caption,col1,col2,col3
0,Resum dades: temperatura màxima avui,Barcelona - Zona Universitària,30.4,
0,Resum dades: temperatura màxima avui,Navata,30.4,
0,Resum dades: temperatura màxima avui,Cabrils,30.3,
0,Resum dades: temperatura màxima avui,Vilanova i la Geltrú,30.1,
0,Resum dades: temperatura màxima avui,Castell d'Aro,30.0,
0,Resum dades: temperatura màxima avui,Aldover,30.0,
0,Resum dades: temperatura màxima avui,Espolla,30.0,
0,Resum dades: temperatura màxima avui,Cunit,30.0,
0,Resum dades: temperatura màxima avui,Cabanes,30.0,
0,Resum dades: temperatura màxima avui,Pantà de Darnius - Boadella,29.9,
1,Resum dades: temperatura mínima avui,Das - Aeròdrom,12.1,
1,Resum dades: temperatura mínima avui,el Pont de Suert,13.5,
1,Resum dades: temperatura mínima avui,Vielha - Elipòrt,13.8,
1,Resum dades: temperatura mínima avui,Bonabé (1.691 m),13.9,
1,Resum dades: temperatura mínima avui,Guixers - Valls,14.4,
1,Resum dades: temperatura mínima avui,Prades,15.4,
1,Resum dades: temperatura mínima avui,Guardiola de Berguedà,15.6,
1,Resum dades: temperatura mínima avui,Sort,15.7,
1,Resum dades: temperatura mínima avui,Puigcerdà,16.1,
1,Resum dades: temperatura mínima avui,Tírvia,16.4,
2,Resum dades: velocitat i direcció del vent avui,Puig Sesolles (1.666 m),SO,51.5
2,Resum dades: velocitat i direcció del vent avui,Roses,NE,51.1
2,Resum dades: velocitat i direcció del vent avui,Portbou - coll dels Belitres,N,42.5
2,Resum dades: velocitat i direcció del vent avui,Port de Barcelona - Bocana Sud,E,40.3
2,Resum dades: velocitat i direcció del vent avui,Port de Barcelona - ZAL Prat,E,33.8
2,Resum dades: velocitat i direcció del vent avui,Barcelona - Observatori Fabra,NE,31.3
2,Resum dades: velocitat i direcció del vent avui,Cantonigròs,NE,29.2
2,Resum dades: velocitat i direcció del vent avui,Montsec d'Ares (1.571 m),S,28.1
2,Resum dades: velocitat i direcció del vent avui,el Perelló,N,27.4
2,Resum dades: velocitat i direcció del vent avui,Torredembarra,NE,26.6
3,Resum dades: precipitació avui,Ulldecona - els Valentins,0.3,
3,Resum dades: precipitació avui,els Alfacs,0.2,
3,Resum dades: precipitació avui,Tivissa,0.2,
3,Resum dades: precipitació avui,el Vendrell,0.1,
3,Resum dades: precipitació avui,l'Ametlla de Mar,0.1,
3,Resum dades: precipitació avui,Constantí,0.1,
3,Resum dades: precipitació avui,Castellnou de Seana,0.0,
3,Resum dades: precipitació avui,Tàrrega,0.0,
3,Resum dades: precipitació avui,Cervera,0.0,
3,Resum dades: precipitació avui,Mas de Barberans,0.0,
