table_index,caption,col1,col2,col3
0,Resum dades: temperatura màxima avui,el Canós,31.5,
0,Resum dades: temperatura màxima avui,Tàrrega,30.8,
0,Resum dades: temperatura màxima avui,Sant Martí de Riucorb,30.8,
0,Resum dades: temperatura màxima avui,Lladurs,30.4,
0,Resum dades: temperatura màxima avui,Margalef,30.1,
0,Resum dades: temperatura màxima avui,Massoteres,29.9,
0,Resum dades: temperatura màxima avui,Torroja del Priorat,29.8,
0,Resum dades: temperatura màxima avui,l'Aldea,29.7,
0,Resum dades: temperatura màxima avui,Cabrils,29.6,
0,Resum dades: temperatura màxima avui,Benissanet,29.6,
1,Resum dades: temperatura mínima avui,Das - Aeròdrom,11.2,
1,Resum dades: temperatura mínima avui,el Pont de Suert,12.6,
1,Resum dades: temperatura mínima avui,Guixers - Valls,13.4,
1,Resum dades: temperatura mínima avui,Bonabé (1.691 m),13.7,
1,Resum dades: temperatura mínima avui,Sant Pau de Segúries,14.3,
1,Resum dades: temperatura mínima avui,Sort,14.4,
1,Resum dades: temperatura mínima avui,Guardiola de Berguedà,14.7,
1,Resum dades: temperatura mínima avui,Puigcerdà,14.7,
1,Resum dades: temperatura mínima avui,Castellar de n'Hug - el Clot del Moro,15.0,
1,Resum dades: temperatura mínima avui,Tírvia,15.1,
2,Resum dades: velocitat i direcció del vent avui,Ulldemolins,E,34.2
2,Resum dades: velocitat i direcció del vent avui,Alguaire,E,31.7
2,Resum dades: velocitat i direcció del vent avui,Barcelona - Observatori Fabra,O,31.0
2,Resum dades: velocitat i direcció del vent avui,Organyà,N,29.5
2,Resum dades: velocitat i direcció del vent avui,Portbou - coll dels Belitres,N,28.4
2,Resum dades: velocitat i direcció del vent avui,Vinebre,S,25.2
2,Resum dades: velocitat i direcció del vent avui,la Panadella,S,25.2
2,Resum dades: velocitat i direcció del vent avui,Tivissa,E,24.8
2,Resum dades: velocitat i direcció del vent avui,la Pobla de Segur,NO,24.5
2,Resum dades: velocitat i direcció del vent avui,PN dels Ports,S,24.1
3,Resum dades: precipitació avui,PN del Garraf - el Rascler,0.2,
3,Resum dades: precipitació avui,Castellnou de Seana,0.0,
3,Resum dades: precipitació avui,Tàrrega,0.0,
3,Resum dades: precipitació avui,Cervera,0.0,
3,Resum dades: precipitació avui,Mas de Barberans,0.0,
3,Resum dades: precipitació avui,Orís,0.0,
3,Resum dades: precipitació avui,la Seu d'Urgell - Bellestar,0.0,
3,Resum dades: precipitació avui,els Hostalets de Pierola,0.0,
3,Resum dades: precipitació avui,Molló - Fabert,0.0,
3,Resum dades: precipitació avui,Sant Pau de Segúries,0.0,
