table_index,caption,col1,col2,col3
0,Resum dades: temperatura màxima avui,Aldover,31.8,
0,Resum dades: temperatura màxima avui,el Montmell,31.0,
0,Resum dades: temperatura màxima avui,el Prat de Llobregat,30.9,
0,Resum dades: temperatura màxima avui,Torroja del Priorat,30.7,
0,Resum dades: temperatura màxima avui,Torroella de Fluvià,30.5,
0,Resum dades: temperatura màxima avui,Vallirana,30.3,
0,Resum dades: temperatura màxima avui,Girona,30.3,
0,Resum dades: temperatura màxima avui,Benissanet,30.2,
0,Resum dades: temperatura màxima avui,Espolla,30.2,
0,Resum dades: temperatura màxima avui,Barcelona - Zona Universitària,30.1,
1,Resum dades: temperatura mínima avui,Das - Aeròdrom,2.5,
1,Resum dades: temperatura mínima avui,Puigcerdà,6.7,
1,Resum dades: temperatura mínima avui,el Pont de Suert,6.8,
1,Resum dades: temperatura mínima avui,Prades,6.8,
1,Resum dades: temperatura mínima avui,Tírvia,7.8,
1,Resum dades: temperatura mínima avui,Guixers - Valls,7.9,
1,Resum dades: temperatura mínima avui,Molló - Fabert,8.1,
1,Resum dades: temperatura mínima avui,Sant Pau de Segúries,8.1,
1,Resum dades: temperatura mínima avui,Castellar de n'Hug - el Clot del Moro,8.6,
1,Resum dades: temperatura mínima avui,Guardiola de Berguedà,8.7,
2,Resum dades: velocitat i direcció del vent avui,Portbou - coll dels Belitres,N,47.5
2,Resum dades: velocitat i direcció del vent avui,Organyà,NE,36.0
2,Resum dades: velocitat i direcció del vent avui,Puig Sesolles (1.666 m),SO,29.9
2,Resum dades: velocitat i direcció del vent avui,Margalef,O,26.6
2,Resum dades: velocitat i direcció del vent avui,Mataró,O,26.6
2,Resum dades: velocitat i direcció del vent avui,Barcelona - Observatori Fabra,NO,26.3
2,Resum dades: velocitat i direcció del vent avui,Perafita,SO,25.9
2,Resum dades: velocitat i direcció del vent avui,Solsona,O,25.6
2,Resum dades: velocitat i direcció del vent avui,la Pobla de Segur,NO,24.1
2,Resum dades: velocitat i direcció del vent avui,Font-rubí,SE,23.0
3,Resum dades: precipitació avui,Santa Coloma de Queralt,0.2,
3,Resum dades: precipitació avui,Sant Pau de Segúries,0.1,
3,Resum dades: precipitació avui,Pinós,0.1,
3,Resum dades: precipitació avui,Mollerussa,0.1,
3,Resum dades: precipitació avui,Castellnou de Seana,0.0,
3,Resum dades: precipitació avui,Tàrrega,0.0,
3,Resum dades: precipitació avui,Cervera,0.0,
3,Resum dades: precipitació avui,Mas de Barberans,0.0,
3,Resum dades: precipitació avui,Orís,0.0,
3,Resum dades: precipitació avui,la Seu d'Urgell - Bellestar,0.0,
