table_index,caption,col1,col2,col3
0,Resum dades: temperatura màxima avui,Os de Balaguer - el Monestir d'Avellanes,29.8,
0,Resum dades: temperatura màxima avui,Cunit,29.7,
0,Resum dades: temperatura màxima avui,el Prat de Llobregat,29.6,
0,Resum dades: temperatura màxima avui,Cabrils,29.3,
0,Resum dades: temperatura màxima avui,Lladurs,29.0,
0,Resum dades: temperatura màxima avui,Barcelona - Zona Universitària,28.9,
0,Resum dades: temperatura màxima avui,Constantí,28.8,
0,Resum dades: temperatura màxima avui,Miami Platja,28.8,
0,Resum dades: temperatura màxima avui,Riudecanyes,28.6,
0,Resum dades: temperatura màxima avui,Mataró,28.6,
1,Resum dades: temperatura mínima avui,Das - Aeròdrom,11.6,
1,Resum dades: temperatura mínima avui,Bonabé (1.691 m),13.2,
1,Resum dades: temperatura mínima avui,el Pont de Suert,13.4,
1,Resum dades: temperatura mínima avui,Guixers - Valls,13.6,
1,Resum dades: temperatura mínima avui,Sant Llorenç Savall,14.3,
1,Resum dades: temperatura mínima avui,Puigcerdà,14.6,
1,Resum dades: temperatura mínima avui,Sant Pau de Segúries,15.2,
1,Resum dades: temperatura mínima avui,Guardiola de Berguedà,15.2,
1,Resum dades: temperatura mínima avui,Tírvia,15.2,
1,Resum dades: temperatura mínima avui,la Granadella,15.4,
2,Resum dades: velocitat i direcció del vent avui,Montsec d'Ares (1.571 m),SE,50.8
2,Resum dades: velocitat i direcció del vent avui,Horta de Sant Joan,SE,49.0
2,Resum dades: velocitat i direcció del vent avui,Falset,SE,44.3
2,Resum dades: velocitat i direcció del vent avui,Port de Barcelona - Bocana Sud,NE,43.6
2,Resum dades: velocitat i direcció del vent avui,Ulldemolins,SE,36.0
2,Resum dades: velocitat i direcció del vent avui,Margalef,NE,35.3
2,Resum dades: velocitat i direcció del vent avui,Alguaire,E,34.9
2,Resum dades: velocitat i direcció del vent avui,Organyà,NE,33.5
2,Resum dades: velocitat i direcció del vent avui,Tivissa,E,32.8
2,Resum dades: velocitat i direcció del vent avui,Port de Barcelona - ZAL Prat,NE,32.8
3,Resum dades: precipitació avui,Cassà de la Selva,0.1,
3,Resum dades: precipitació avui,Vic,0.1,
3,Resum dades: precipitació avui,Castellnou de Seana,0.0,
3,Resum dades: precipitació avui,Tàrrega,0.0,
3,Resum dades: precipitació avui,Cervera,0.0,
3,Resum dades: precipitació avui,Mas de Barberans,0.0,
3,Resum dades: precipitació avui,Orís,0.0,
3,Resum dades: precipitació avui,la Seu d'Urgell - Bellestar,0.0,
3,Resum dades: precipitació avui,els Hostalets de Pierola,0.0,
3,Resum dades: precipitació avui,Molló - Fabert,0.0,
