table_index,caption,col1,col2,col3
0,Resum dades: temperatura màxima avui,Torroja del Priorat,33.7,
0,Resum dades: temperatura màxima avui,Margalef,33.6,
0,Resum dades: temperatura màxima avui,el Canós,33.6,
0,Resum dades: temperatura màxima avui,Vilanova de Meià,33.4,
0,Resum dades: temperatura màxima avui,Tàrrega,33.0,
0,Resum dades: temperatura màxima avui,Castellnou de Seana,32.8,
0,Resum dades: temperatura màxima avui,Nulles,32.8,
0,Resum dades: temperatura màxima avui,Anglesola - Tornabous,32.8,
0,Resum dades: temperatura màxima avui,Canyelles,32.6,
0,Resum dades: temperatura màxima avui,Vila-rodona,32.5,
1,Resum dades: temperatura mínima avui,Das - Aeròdrom,10.2,
1,Resum dades: temperatura mínima avui,Guixers - Valls,11.6,
1,Resum dades: temperatura mínima avui,Guardiola de Berguedà,12.7,
1,Resum dades: temperatura mínima avui,el Pont de Suert,13.5,
1,Resum dades: temperatura mínima avui,Sant Pau de Segúries,13.8,
1,Resum dades: temperatura mínima avui,Puigcerdà,14.0,
1,Resum dades: temperatura mínima avui,Bonabé (1.691 m),14.1,
1,Resum dades: temperatura mínima avui,Prades,14.7,
1,Resum dades: temperatura mínima avui,Castellar de n'Hug - el Clot del Moro,14.9,
1,Resum dades: temperatura mínima avui,Tírvia,15.0,
2,Resum dades: velocitat i direcció del vent avui,Montsec d'Ares (1.571 m),SE,47.2
2,Resum dades: velocitat i direcció del vent avui,Organyà,NE,37.4
2,Resum dades: velocitat i direcció del vent avui,Margalef,E,33.5
2,Resum dades: velocitat i direcció del vent avui,Alguaire,E,31.7
2,Resum dades: velocitat i direcció del vent avui,Tàrrega,SE,29.2
2,Resum dades: velocitat i direcció del vent avui,Ulldemolins,SE,28.8
2,Resum dades: velocitat i direcció del vent avui,Port de Barcelona - Bocana Sud,NE,28.1
2,Resum dades: velocitat i direcció del vent avui,Massoteres,E,28.1
2,Resum dades: velocitat i direcció del vent avui,l'Espluga de Francolí,NE,26.6
2,Resum dades: velocitat i direcció del vent avui,Portbou - coll dels Belitres,N,26.3
3,Resum dades: precipitació avui,Amposta,0.1,
3,Resum dades: precipitació avui,Castellnou de Seana,0.0,
3,Resum dades: precipitació avui,Tàrrega,0.0,
3,Resum dades: precipitació avui,Cervera,0.0,
3,Resum dades: precipitació avui,Mas de Barberans,0.0,
3,Resum dades: precipitació avui,Orís,0.0,
3,Resum dades: precipitació avui,la Seu d'Urgell - Bellestar,0.0,
3,Resum dades: precipitació avui,els Hostalets de Pierola,0.0,
3,Resum dades: precipitació avui,Molló - Fabert,0.0,
3,Resum dades: precipitació avui,Sant Pau de Segúries,0.0,
