table_index,caption,col1,col2,col3
0,Resum dades: temperatura màxima avui,la Bisbal d'Empordà,33.4,
0,Resum dades: temperatura màxima avui,Cabanes,33.2,
0,Resum dades: temperatura màxima avui,Castellbisbal,33.0,
0,Resum dades: temperatura màxima avui,Santa Coloma de Farners,33.0,
0,Resum dades: temperatura màxima avui,Vallirana,32.7,
0,Resum dades: temperatura màxima avui,Aldover,32.7,
0,Resum dades: temperatura màxima avui,Fornells de la Selva,32.7,
0,Resum dades: temperatura màxima avui,Girona,32.6,
0,Resum dades: temperatura màxima avui,Banyoles,32.5,
0,Resum dades: temperatura màxima avui,Pantà de Darnius - Boadella,32.5,
1,Resum dades: temperatura mínima avui,Das - Aeròdrom,7.1,
1,Resum dades: temperatura mínima avui,Prades,8.5,
1,Resum dades: temperatura mínima avui,el Pont de Suert,8.6,
1,Resum dades: temperatura mínima avui,Guixers - Valls,8.7,
1,Resum dades: temperatura mínima avui,Bonabé (1.691 m),9.1,
1,Resum dades: temperatura mínima avui,Puigcerdà,9.6,
1,Resum dades: temperatura mínima avui,Sant Pau de Segúries,10.2,
1,Resum dades: temperatura mínima avui,Sort,10.3,
1,Resum dades: temperatura mínima avui,Tírvia,10.6,
1,Resum dades: temperatura mínima avui,Guardiola de Berguedà,10.7,
2,Resum dades: velocitat i direcció del vent avui,Puig Sesolles (1.666 m),SO,40.3
2,Resum dades: velocitat i direcció del vent avui,Pantà de Darnius - Boadella,S,34.6
2,Resum dades: velocitat i direcció del vent avui,Margalef,SO,33.5
2,Resum dades: velocitat i direcció del vent avui,l'Espluga de Francolí,NE,28.8
2,Resum dades: velocitat i direcció del vent avui,Organyà,NE,28.1
2,Resum dades: velocitat i direcció del vent avui,la Bisbal d'Empordà,NE,28.1
2,Resum dades: velocitat i direcció del vent avui,Portbou - coll dels Belitres,N,27.7
2,Resum dades: velocitat i direcció del vent avui,Caldes de Montbui,S,27.7
2,Resum dades: velocitat i direcció del vent avui,Navata,SE,27.7
2,Resum dades: velocitat i direcció del vent avui,Vinebre,S,27.4
3,Resum dades: precipitació avui,Vic,0.1,
3,Resum dades: precipitació avui,Castellnou de Seana,0.0,
3,Resum dades: precipitació avui,Tàrrega,0.0,
3,Resum dades: precipitació avui,Cervera,0.0,
3,Resum dades: precipitació avui,Mas de Barberans,0.0,
3,Resum dades: precipitació avui,Orís,0.0,
3,Resum dades: precipitació avui,la Seu d'Urgell - Bellestar,0.0,
3,Resum dades: precipitació avui,els Hostalets de Pierola,0.0,
3,Resum dades: precipitació avui,Molló - Fabert,0.0,
3,Resum dades: precipitació avui,Sant Pau de Segúries,0.0,
