table_index,caption,col1,col2,col3
0,Resum dades: temperatura màxima avui,Aldover,30.6,
0,Resum dades: temperatura màxima avui,les Cases d'Alcanar,30.0,
0,Resum dades: temperatura màxima avui,Vinebre,29.9,
0,Resum dades: temperatura màxima avui,Benissanet,29.9,
0,Resum dades: temperatura màxima avui,Vallfogona de Balaguer,29.8,
0,Resum dades: temperatura màxima avui,Vinyols i els Arcs - Cambrils,29.6,
0,Resum dades: temperatura màxima avui,el Masroig,29.6,
0,Resum dades: temperatura màxima avui,Torroja del Priorat,29.6,
0,Resum dades: temperatura màxima avui,Badalona - Museu,29.6,
0,Resum dades: temperatura màxima avui,Vilanova i la Geltrú,29.5,
1,Resum dades: temperatura mínima avui,Das - Aeròdrom,10.4,
1,Resum dades: temperatura mínima avui,el Pont de Suert,12.3,
1,Resum dades: temperatura mínima avui,Guixers - Valls,12.5,
1,Resum dades: temperatura mínima avui,Puigcerdà,12.8,
1,Resum dades: temperatura mínima avui,Bonabé (1.691 m),13.0,
1,Resum dades: temperatura mínima avui,Guardiola de Berguedà,13.5,
1,Resum dades: temperatura mínima avui,Sant Pau de Segúries,14.0,
1,Resum dades: temperatura mínima avui,la Vall d'en Bas,14.5,
1,Resum dades: temperatura mínima avui,Tírvia,14.6,
1,Resum dades: temperatura mínima avui,Vielha - Elipòrt,14.7,
2,Resum dades: velocitat i direcció del vent avui,Montsec d'Ares (1.571 m),SE,40.7
2,Resum dades: velocitat i direcció del vent avui,Alguaire,E,37.8
2,Resum dades: velocitat i direcció del vent avui,Ulldemolins,SE,37.1
2,Resum dades: velocitat i direcció del vent avui,Port de Barcelona - Bocana Sud,NE,36.7
2,Resum dades: velocitat i direcció del vent avui,Puig Sesolles (1.666 m),SO,34.9
2,Resum dades: velocitat i direcció del vent avui,Roses,N,33.5
2,Resum dades: velocitat i direcció del vent avui,Organyà,NE,32.4
2,Resum dades: velocitat i direcció del vent avui,Cervera,SE,32.0
2,Resum dades: velocitat i direcció del vent avui,Massoteres,E,31.7
2,Resum dades: velocitat i direcció del vent avui,l'Espluga de Francolí,E,31.3
3,Resum dades: precipitació avui,Castellnou de Seana,0.0,
3,Resum dades: precipitació avui,Tàrrega,0.0,
3,Resum dades: precipitació avui,Cervera,0.0,
3,Resum dades: precipitació avui,Mas de Barberans,0.0,
3,Resum dades: precipitació avui,Orís,0.0,
3,Resum dades: precipitació avui,la Seu d'Urgell - Bellestar,0.0,
3,Resum dades: precipitació avui,els Hostalets de Pierola,0.0,
3,Resum dades: precipitació avui,Molló - Fabert,0.0,
3,Resum dades: precipitació avui,Sant Pau de Segúries,0.0,
3,Resum dades: precipitació avui,Organyà,0.0,
