table_index,caption,col1,col2,col3
0,Resum dades: temperatura màxima avui,Pantà de Darnius - Boadella,29.7,
0,Resum dades: temperatura màxima avui,Aldover,29.1,
0,Resum dades: temperatura màxima avui,Nulles,29.1,
0,Resum dades: temperatura màxima avui,Torroja del Priorat,29.1,
0,Resum dades: temperatura màxima avui,Malgrat de Mar,29.1,
0,Resum dades: temperatura màxima avui,Cabanes,28.9,
0,Resum dades: temperatura màxima avui,el Prat de Llobregat,28.8,
0,Resum dades: temperatura màxima avui,Vilanova i la Geltrú,28.8,
0,Resum dades: temperatura màxima avui,l'Aldea,28.7,
0,Resum dades: temperatura màxima avui,Vallirana,28.6,
1,Resum dades: temperatura mínima avui,Das - Aeròdrom,2.3,
1,Resum dades: temperatura mínima avui,Prades,5.4,
1,Resum dades: temperatura mínima avui,Puigcerdà,6.2,
1,Resum dades: temperatura mínima avui,Guixers - Valls,6.3,
1,Resum dades: temperatura mínima avui,Sant Pau de Segúries,6.9,
1,Resum dades: temperatura mínima avui,el Pont de Suert,7.0,
1,Resum dades: temperatura mínima avui,Castellar de n'Hug - el Clot del Moro,7.3,
1,Resum dades: temperatura mínima avui,Guardiola de Berguedà,7.4,
1,Resum dades: temperatura mínima avui,Tírvia,7.6,
1,Resum dades: temperatura mínima avui,Molló - Fabert,8.2,
2,Resum dades: velocitat i direcció del vent avui,Puig Sesolles (1.666 m),NE,43.9
2,Resum dades: velocitat i direcció del vent avui,Organyà,NE,33.8
2,Resum dades: velocitat i direcció del vent avui,el Prat de Llobregat,NO,32.0
2,Resum dades: velocitat i direcció del vent avui,Roses,NE,30.2
2,Resum dades: velocitat i direcció del vent avui,Barcelona - Observatori Fabra,NO,30.2
2,Resum dades: velocitat i direcció del vent avui,Portbou - coll dels Belitres,N,30.2
2,Resum dades: velocitat i direcció del vent avui,Barcelona - Zona Universitària,N,27.0
2,Resum dades: velocitat i direcció del vent avui,Mataró,O,25.6
2,Resum dades: velocitat i direcció del vent avui,el Perelló,NO,24.5
2,Resum dades: velocitat i direcció del vent avui,Vilanova i la Geltrú,NE,24.5
3,Resum dades: precipitació avui,Santa Coloma de Queralt,0.1,
3,Resum dades: precipitació avui,Cassà de la Selva,0.1,
3,Resum dades: precipitació avui,Perafita,0.1,
3,Resum dades: precipitació avui,Pinós,0.1,
3,Resum dades: precipitació avui,Viladrau,0.1,
3,Resum dades: precipitació avui,Barcelona - Zona Universitària,0.1,
3,Resum dades: precipitació avui,Vic,0.1,
3,Resum dades: precipitació avui,Olot,0.1,
3,Resum dades: precipitació avui,Castellnou de Seana,0.0,
3,Resum dades: precipitació avui,Tàrrega,0.0,
