table_index,caption,col1,col2,col3
0,Resum dades: temperatura màxima avui,el Montmell,30.3,
0,Resum dades: temperatura màxima avui,Torroja del Priorat,30.3,
0,Resum dades: temperatura màxima avui,Castell d'Aro,30.0,
0,Resum dades: temperatura màxima avui,Aldover,29.9,
0,Resum dades: temperatura màxima avui,Vilanova de Meià,29.8,
0,Resum dades: temperatura màxima avui,Vallfogona de Balaguer,29.6,
0,Resum dades: temperatura màxima avui,Espolla,29.5,
0,Resum dades: temperatura màxima avui,Nulles,29.2,
0,Resum dades: temperatura màxima avui,Sant Martí de Riucorb,29.2,
0,Resum dades: temperatura màxima avui,Cabanes,29.1,
1,Resum dades: temperatura mínima avui,Das - Aeròdrom,5.3,
1,Resum dades: temperatura mínima avui,el Pont de Suert,7.5,
1,Resum dades: temperatura mínima avui,Torroella de Fluvià,8.7,
1,Resum dades: temperatura mínima avui,Sort,8.8,
1,Resum dades: temperatura mínima avui,Puigcerdà,8.8,
1,Resum dades: temperatura mínima avui,Sant Pere Pescador,8.9,
1,Resum dades: temperatura mínima avui,Guixers - Valls,9.2,
1,Resum dades: temperatura mínima avui,Prades,9.3,
1,Resum dades: temperatura mínima avui,Tírvia,9.5,
1,Resum dades: temperatura mínima avui,Palafrugell,9.7,
2,Resum dades: velocitat i direcció del vent avui,Roses,NE,45.4
2,Resum dades: velocitat i direcció del vent avui,Portbou - coll dels Belitres,N,44.6
2,Resum dades: velocitat i direcció del vent avui,Pantà de Darnius - Boadella,NE,39.6
2,Resum dades: velocitat i direcció del vent avui,Navata,N,29.9
2,Resum dades: velocitat i direcció del vent avui,Puig Sesolles (1.666 m),O,29.5
2,Resum dades: velocitat i direcció del vent avui,Barcelona - Observatori Fabra,NE,29.2
2,Resum dades: velocitat i direcció del vent avui,Montsec d'Ares (1.571 m),S,28.8
2,Resum dades: velocitat i direcció del vent avui,Cabrils,N,26.6
2,Resum dades: velocitat i direcció del vent avui,la Pobla de Segur,NO,25.6
2,Resum dades: velocitat i direcció del vent avui,Alguaire,E,24.5
3,Resum dades: precipitació avui,Santa Coloma de Queralt,0.1,
3,Resum dades: precipitació avui,Pinós,0.1,
3,Resum dades: precipitació avui,Castellbisbal,0.1,
3,Resum dades: precipitació avui,els Alamús,0.1,
3,Resum dades: precipitació avui,Vic,0.1,
3,Resum dades: precipitació avui,Castellnou de Seana,0.0,
3,Resum dades: precipitació avui,Tàrrega,0.0,
3,Resum dades: precipitació avui,Cervera,0.0,
3,Resum dades: precipitació avui,Mas de Barberans,0.0,
3,Resum dades: precipitació avui,Orís,0.0,
