table_index,caption,col1,col2,col3
0,Resum dades: temperatura màxima avui,Santa Coloma de Farners,34.8,
0,Resum dades: temperatura màxima avui,la Tallada d'Empordà,34.3,
0,Resum dades: temperatura màxima avui,la Bisbal d'Empordà,34.2,
0,Resum dades: temperatura màxima avui,Vilanova de Meià,33.8,
0,Resum dades: temperatura màxima avui,Aldover,33.7,
0,Resum dades: temperatura màxima avui,Torroja del Priorat,33.6,
0,Resum dades: temperatura màxima avui,Olot,33.6,
0,Resum dades: temperatura màxima avui,Banyoles,33.4,
0,Resum dades: temperatura màxima avui,el Montmell,33.4,
0,Resum dades: temperatura màxima avui,PN dels Ports,33.4,
1,Resum dades: temperatura mínima avui,Das - Aeròdrom,8.3,
1,Resum dades: temperatura mínima avui,Guixers - Valls,10.6,
1,Resum dades: temperatura mínima avui,el Pont de Suert,11.5,
1,Resum dades: temperatura mínima avui,Sort,12.5,
1,Resum dades: temperatura mínima avui,Guardiola de Berguedà,12.7,
1,Resum dades: temperatura mínima avui,Sant Pau de Segúries,13.0,
1,Resum dades: temperatura mínima avui,Tírvia,13.1,
1,Resum dades: temperatura mínima avui,Puigcerdà,13.2,
1,Resum dades: temperatura mínima avui,Bonabé (1.691 m),13.4,
1,Resum dades: temperatura mínima avui,Castellar de n'Hug - el Clot del Moro,13.9,
2,Resum dades: velocitat i direcció del vent avui,Puig Sesolles (1.666 m),O,64.4
2,Resum dades: velocitat i direcció del vent avui,Ulldemolins,S,51.1
2,Resum dades: velocitat i direcció del vent avui,Palafrugell,SO,39.2
2,Resum dades: velocitat i direcció del vent avui,Margalef,S,36.0
2,Resum dades: velocitat i direcció del vent avui,Tivissa,SE,34.9
2,Resum dades: velocitat i direcció del vent avui,Portbou - coll dels Belitres,S,33.1
2,Resum dades: velocitat i direcció del vent avui,Alguaire,E,31.7
2,Resum dades: velocitat i direcció del vent avui,Organyà,NE,30.2
2,Resum dades: velocitat i direcció del vent avui,la Panadella,S,29.9
2,Resum dades: velocitat i direcció del vent avui,Montsec d'Ares (1.571 m),S,28.4
3,Resum dades: precipitació avui,Castellnou de Seana,0.0,
3,Resum dades: precipitació avui,Tàrrega,0.0,
3,Resum dades: precipitació avui,Cervera,0.0,
3,Resum dades: precipitació avui,Mas de Barberans,0.0,
3,Resum dades: precipitació avui,Orís,0.0,
3,Resum dades: precipitació avui,la Seu d'Urgell - Bellestar,0.0,
3,Resum dades: precipitació avui,els Hostalets de Pierola,0.0,
3,Resum dades: precipitació avui,Molló - Fabert,0.0,
3,Resum dades: precipitació avui,Sant Pau de Segúries,0.0,
3,Resum dades: precipitació avui,Organyà,0.0,
