table_index,caption,col1,col2,col3
0,Resum dades: temperatura màxima avui,Aldover,29.4,
0,Resum dades: temperatura màxima avui,Vilanova de Meià,28.4,
0,Resum dades: temperatura màxima avui,Vinyols i els Arcs - Cambrils,28.4,
0,Resum dades: temperatura màxima avui,Nulles,28.4,
0,Resum dades: temperatura màxima avui,Malgrat de Mar,28.4,
0,Resum dades: temperatura màxima avui,Miami Platja,28.3,
0,Resum dades: temperatura màxima avui,Torroja del Priorat,28.1,
0,Resum dades: temperatura màxima avui,l'Aldea,28.0,
0,Resum dades: temperatura màxima avui,Constantí,28.0,
0,Resum dades: temperatura màxima avui,el Vendrell,27.9,
1,Resum dades: temperatura mínima avui,Das - Aeròdrom,3.4,
1,Resum dades: temperatura mínima avui,el Pont de Suert,7.0,
1,Resum dades: temperatura mínima avui,Vielha - Elipòrt,7.3,
1,Resum dades: temperatura mínima avui,Guixers - Valls,7.6,
1,Resum dades: temperatura mínima avui,Prades,8.1,
1,Resum dades: temperatura mínima avui,Puigcerdà,8.2,
1,Resum dades: temperatura mínima avui,Sant Pau de Segúries,8.4,
1,Resum dades: temperatura mínima avui,Guardiola de Berguedà,8.6,
1,Resum dades: temperatura mínima avui,Tírvia,8.7,
1,Resum dades: temperatura mínima avui,Sort,8.9,
2,Resum dades: velocitat i direcció del vent avui,Portbou - coll dels Belitres,NO,45.7
2,Resum dades: velocitat i direcció del vent avui,Organyà,N,34.2
2,Resum dades: velocitat i direcció del vent avui,Puig Sesolles (1.666 m),SO,30.2
2,Resum dades: velocitat i direcció del vent avui,Pujalt,S,29.2
2,Resum dades: velocitat i direcció del vent avui,la Pobla de Segur,NO,25.9
2,Resum dades: velocitat i direcció del vent avui,Port de Barcelona - Bocana Sud,E,25.6
2,Resum dades: velocitat i direcció del vent avui,Barcelona - el Raval,E,24.5
2,Resum dades: velocitat i direcció del vent avui,Ulldemolins,E,24.5
2,Resum dades: velocitat i direcció del vent avui,Mataró,E,23.8
2,Resum dades: velocitat i direcció del vent avui,Santa Coloma de Farners,SE,23.0
3,Resum dades: precipitació avui,Canaletes,0.1,
3,Resum dades: precipitació avui,Girona,0.1,
3,Resum dades: precipitació avui,Castellnou de Seana,0.0,
3,Resum dades: precipitació avui,Tàrrega,0.0,
3,Resum dades: precipitació avui,Cervera,0.0,
3,Resum dades: precipitació avui,Mas de Barberans,0.0,
3,Resum dades: precipitació avui,Orís,0.0,
3,Resum dades: precipitació avui,la Seu d'Urgell - Bellestar,0.0,
3,Resum dades: precipitació avui,els Hostalets de Pierola,0.0,
3,Resum dades: precipitació avui,Molló - Fabert,0.0,
