table_index,caption,col1,col2,col3
0,Resum dades: temperatura màxima avui,Torroja del Priorat,30.1,
0,Resum dades: temperatura màxima avui,Tàrrega,29.0,
0,Resum dades: temperatura màxima avui,Tarragona - Complex Educatiu,29.0,
0,Resum dades: temperatura màxima avui,Vilanova i la Geltrú,28.9,
0,Resum dades: temperatura màxima avui,Sant Martí de Riucorb,28.7,
0,Resum dades: temperatura màxima avui,el Prat de Llobregat,28.7,
0,Resum dades: temperatura màxima avui,Cunit,28.6,
0,Resum dades: temperatura màxima avui,les Cases d'Alcanar,28.5,
0,Resum dades: temperatura màxima avui,Os de Balaguer - el Monestir d'Avellanes,28.5,
0,Resum dades: temperatura màxima avui,el Canós,28.5,
1,Resum dades: temperatura mínima avui,Das - Aeròdrom,9.7,
1,Resum dades: temperatura mínima avui,Guixers - Valls,10.2,
1,Resum dades: temperatura mínima avui,Prades,10.6,
1,Resum dades: temperatura mínima avui,el Pont de Suert,11.3,
1,Resum dades: temperatura mínima avui,Bonabé (1.691 m),11.3,
1,Resum dades: temperatura mínima avui,Sort,12.5,
1,Resum dades: temperatura mínima avui,Puigcerdà,12.5,
1,Resum dades: temperatura mínima avui,Guardiola de Berguedà,12.6,
1,Resum dades: temperatura mínima avui,Vielha - Elipòrt,12.7,
1,Resum dades: temperatura mínima avui,Tírvia,13.5,
2,Resum dades: velocitat i direcció del vent avui,Puig Sesolles (1.666 m),O,38.5
2,Resum dades: velocitat i direcció del vent avui,Alguaire,E,27.4
2,Resum dades: velocitat i direcció del vent avui,Margalef,SO,26.3
2,Resum dades: velocitat i direcció del vent avui,Organyà,N,25.9
2,Resum dades: velocitat i direcció del vent avui,Ulldemolins,E,24.1
2,Resum dades: velocitat i direcció del vent avui,la Pobla de Segur,NO,24.1
2,Resum dades: velocitat i direcció del vent avui,Barcelona - Observatori Fabra,O,23.0
2,Resum dades: velocitat i direcció del vent avui,la Panadella,S,22.0
2,Resum dades: velocitat i direcció del vent avui,el Perelló,S,20.9
2,Resum dades: velocitat i direcció del vent avui,Vallirana,SO,20.2
3,Resum dades: precipitació avui,Castellnou de Seana,0.0,
3,Resum dades: precipitació avui,Tàrrega,0.0,
3,Resum dades: precipitació avui,Cervera,0.0,
3,Resum dades: precipitació avui,Mas de Barberans,0.0,
3,Resum dades: precipitació avui,Orís,0.0,
3,Resum dades: precipitació avui,la Seu d'Urgell - Bellestar,0.0,
3,Resum dades: precipitació avui,els Hostalets de Pierola,0.0,
3,Resum dades: precipitació avui,Molló - Fabert,0.0,
3,Resum dades: precipitació avui,Sant Pau de Segúries,0.0,
3,Resum dades: precipitació avui,Organyà,0.0,
