table_index,caption,col1,col2,col3
0,Resum dades: temperatura màxima avui,Cabanes,30.5,
0,Resum dades: temperatura màxima avui,Portbou - coll dels Belitres,29.3,
0,Resum dades: temperatura màxima avui,Vilanova i la Geltrú,29.2,
0,Resum dades: temperatura màxima avui,Espolla,29.1,
0,Resum dades: temperatura màxima avui,Cabrils,29.0,
0,Resum dades: temperatura màxima avui,Roses,28.8,
0,Resum dades: temperatura màxima avui,Cunit,28.8,
0,Resum dades: temperatura màxima avui,el Prat de Llobregat,28.7,
0,Resum dades: temperatura màxima avui,Torredembarra,28.6,
0,Resum dades: temperatura màxima avui,Miami Platja,28.6,
1,Resum dades: temperatura mínima avui,Das - Aeròdrom,10.2,
1,Resum dades: temperatura mínima avui,el Pont de Suert,11.0,
1,Resum dades: temperatura mínima avui,Bonabé (1.691 m),12.6,
1,Resum dades: temperatura mínima avui,Guixers - Valls,13.0,
1,Resum dades: temperatura mínima avui,Sort,13.3,
1,Resum dades: temperatura mínima avui,Tírvia,13.7,
1,Resum dades: temperatura mínima avui,Vielha - Elipòrt,13.7,
1,Resum dades: temperatura mínima avui,Puigcerdà,13.8,
1,Resum dades: temperatura mínima avui,Guardiola de Berguedà,15.2,
1,Resum dades: temperatura mínima avui,Sant Pau de Segúries,15.3,
2,Resum dades: velocitat i direcció del vent avui,Portbou - coll dels Belitres,N,61.6
2,Resum dades: velocitat i direcció del vent avui,Montsec d'Ares (1.571 m),S,36.7
2,Resum dades: velocitat i direcció del vent avui,Ulldemolins,SE,34.6
2,Resum dades: velocitat i direcció del vent avui,l'Espluga de Francolí,SE,34.2
2,Resum dades: velocitat i direcció del vent avui,Puig Sesolles (1.666 m),S,33.1
2,Resum dades: velocitat i direcció del vent avui,Pantà de Siurana,SE,32.8
2,Resum dades: velocitat i direcció del vent avui,Massoteres,E,32.0
2,Resum dades: velocitat i direcció del vent avui,Pujalt,E,30.2
2,Resum dades: velocitat i direcció del vent avui,la Panadella,SE,29.9
2,Resum dades: velocitat i direcció del vent avui,Tàrrega,E,27.4
3,Resum dades: precipitació avui,Castellnou de Seana,0.0,
3,Resum dades: precipitació avui,Tàrrega,0.0,
3,Resum dades: precipitació avui,Cervera,0.0,
3,Resum dades: precipitació avui,Mas de Barberans,0.0,
3,Resum dades: precipitació avui,Orís,0.0,
3,Resum dades: precipitació avui,la Seu d'Urgell - Bellestar,0.0,
3,Resum dades: precipitació avui,els Hostalets de Pierola,0.0,
3,Resum dades: precipitació avui,Molló - Fabert,0.0,
3,Resum dades: precipitació avui,Sant Pau de Segúries,0.0,
3,Resum dades: precipitació avui,Organyà,0.0,
