table_index,caption,col1,col2,col3
0,Resum dades: temperatura màxima avui,Espolla,31.6,
0,Resum dades: temperatura màxima avui,Cabanes,31.4,
0,Resum dades: temperatura màxima avui,Castelló d'Empúries,31.3,
0,Resum dades: temperatura màxima avui,Malgrat de Mar,31.3,
0,Resum dades: temperatura màxima avui,Miami Platja,31.2,
0,Resum dades: temperatura màxima avui,Vilanova i la Geltrú,31.2,
0,Resum dades: temperatura màxima avui,el Prat de Llobregat,31.1,
0,Resum dades: temperatura màxima avui,Torroella de Fluvià,31.1,
0,Resum dades: temperatura màxima avui,la Bisbal d'Empordà,30.9,
0,Resum dades: temperatura màxima avui,la Tallada d'Empordà,30.9,
1,Resum dades: temperatura mínima avui,Das - Aeròdrom,12.7,
1,Resum dades: temperatura mínima avui,Bonabé (1.691 m),12.8,
1,Resum dades: temperatura mínima avui,Prades,14.0,
1,Resum dades: temperatura mínima avui,Puigcerdà,14.5,
1,Resum dades: temperatura mínima avui,Guixers - Valls,14.7,
1,Resum dades: temperatura mínima avui,el Pont de Suert,15.2,
1,Resum dades: temperatura mínima avui,Sant Pau de Segúries,15.3,
1,Resum dades: temperatura mínima avui,Guardiola de Berguedà,15.5,
1,Resum dades: temperatura mínima avui,Castellar de n'Hug - el Clot del Moro,15.9,
1,Resum dades: temperatura mínima avui,Tírvia,16.0,
2,Resum dades: velocitat i direcció del vent avui,Portbou - coll dels Belitres,NO,61.6
2,Resum dades: velocitat i direcció del vent avui,Roses,NE,31.7
2,Resum dades: velocitat i direcció del vent avui,Organyà,NE,27.0
2,Resum dades: velocitat i direcció del vent avui,el Perelló,NO,25.2
2,Resum dades: velocitat i direcció del vent avui,Pantà de Darnius - Boadella,NE,25.2
2,Resum dades: velocitat i direcció del vent avui,Alguaire,E,25.2
2,Resum dades: velocitat i direcció del vent avui,Puig Sesolles (1.666 m),SO,25.2
2,Resum dades: velocitat i direcció del vent avui,Navata,N,25.2
2,Resum dades: velocitat i direcció del vent avui,Miami Platja,O,24.8
2,Resum dades: velocitat i direcció del vent avui,Tàrrega,SE,23.4
3,Resum dades: precipitació avui,Castellnou de Seana,0.0,
3,Resum dades: precipitació avui,Tàrrega,0.0,
3,Resum dades: precipitació avui,Cervera,0.0,
3,Resum dades: precipitació avui,Mas de Barberans,0.0,
3,Resum dades: precipitació avui,Orís,0.0,
3,Resum dades: precipitació avui,la Seu d'Urgell - Bellestar,0.0,
3,Resum dades: precipitació avui,els Hostalets de Pierola,0.0,
3,Resum dades: precipitació avui,Molló - Fabert,0.0,
3,Resum dades: precipitació avui,Sant Pau de Segúries,0.0,
3,Resum dades: precipitació avui,Organyà,0.0,
