table_index,caption,col1,col2,col3
0,Resum dades: temperatura màxima avui,el Montmell,36.4,
0,Resum dades: temperatura màxima avui,Pantà de Siurana,36.0,
0,Resum dades: temperatura màxima avui,Vilanova de Meià,35.7,
0,Resum dades: temperatura màxima avui,Torroja del Priorat,35.5,
0,Resum dades: temperatura màxima avui,Blancafort,35.4,
0,Resum dades: temperatura màxima avui,la Llacuna,35.0,
0,Resum dades: temperatura màxima avui,Santa Coloma de Queralt,34.9,
0,Resum dades: temperatura màxima avui,Gandesa,34.9,
0,Resum dades: temperatura màxima avui,Vallirana,34.7,
0,Resum dades: temperatura màxima avui,Horta de Sant Joan,34.7,
1,Resum dades: temperatura mínima avui,Das - Aeròdrom,10.8,
1,Resum dades: temperatura mínima avui,Guixers - Valls,12.1,
1,Resum dades: temperatura mínima avui,el Pont de Suert,12.7,
1,Resum dades: temperatura mínima avui,Sant Pau de Segúries,13.0,
1,Resum dades: temperatura mínima avui,Prades,13.1,
1,Resum dades: temperatura mínima avui,Guardiola de Berguedà,13.7,
1,Resum dades: temperatura mínima avui,Sort,13.7,
1,Resum dades: temperatura mínima avui,Puigcerdà,14.7,
1,Resum dades: temperatura mínima avui,els Alamús,15.1,
1,Resum dades: temperatura mínima avui,Tírvia,15.1,
2,Resum dades: velocitat i direcció del vent avui,Puig Sesolles (1.666 m),O,47.5
2,Resum dades: velocitat i direcció del vent avui,Organyà,NE,40.0
2,Resum dades: velocitat i direcció del vent avui,Barcelona - Observatori Fabra,NO,36.4
2,Resum dades: velocitat i direcció del vent avui,Portbou - coll dels Belitres,N,35.3
2,Resum dades: velocitat i direcció del vent avui,Roses,NE,31.3
2,Resum dades: velocitat i direcció del vent avui,Montsec d'Ares (1.571 m),SO,30.6
2,Resum dades: velocitat i direcció del vent avui,PN dels Ports,SO,30.2
2,Resum dades: velocitat i direcció del vent avui,Mataró,O,25.9
2,Resum dades: velocitat i direcció del vent avui,la Pobla de Segur,NO,25.2
2,Resum dades: velocitat i direcció del vent avui,Sant Llorenç Savall,NE,24.8
3,Resum dades: precipitació avui,Illa de Buda,0.1,
3,Resum dades: precipitació avui,Amposta,0.1,
3,Resum dades: precipitació avui,Port de Barcelona - ZAL Prat,0.1,
3,Resum dades: precipitació avui,Castellnou de Seana,0.0,
3,Resum dades: precipitació avui,Tàrrega,0.0,
3,Resum dades: precipitació avui,Cervera,0.0,
3,Resum dades: precipitació avui,Mas de Barberans,0.0,
3,Resum dades: precipitació avui,Orís,0.0,
3,Resum dades: precipitació avui,la Seu d'Urgell - Bellestar,0.0,
3,Resum dades: precipitació avui,els Hostalets de Pierola,0.0,
