table_index,caption,col1,col2,col3
0,Resum dades: temperatura màxima avui,els Alfacs,28.8,
0,Resum dades: temperatura màxima avui,Barcelona - el Raval,28.7,
0,Resum dades: temperatura màxima avui,Ascó,27.8,
0,Resum dades: temperatura màxima avui,les Cases d'Alcanar,27.7,
0,Resum dades: temperatura màxima avui,Pantà de Riba-roja,27.7,
0,Resum dades: temperatura màxima avui,Espolla,27.6,
0,Resum dades: temperatura màxima avui,Badalona - Museu,27.6,
0,Resum dades: temperatura màxima avui,Port de Barcelona - ZAL Prat,27.5,
0,Resum dades: temperatura màxima avui,Roses,27.4,
0,Resum dades: temperatura màxima avui,Sant Pere Pescador,27.4,
1,Resum dades: temperatura mínima avui,Das - Aeròdrom,11.2,
1,Resum dades: temperatura mínima avui,Tírvia,12.0,
1,Resum dades: temperatura mínima avui,el Pont de Suert,12.4,
1,Resum dades: temperatura mínima avui,Prades,12.5,
1,Resum dades: temperatura mínima avui,Puigcerdà,13.1,
1,Resum dades: temperatura mínima avui,Sort,14.1,
1,Resum dades: temperatura mínima avui,Guixers - Valls,14.6,
1,Resum dades: temperatura mínima avui,Puig Sesolles (1.666 m),14.9,
1,Resum dades: temperatura mínima avui,la Seu d'Urgell - Bellestar,15.3,
1,Resum dades: temperatura mínima avui,Maials,15.3,
2,Resum dades: velocitat i direcció del vent avui,Portbou - coll dels Belitres,NO,80.3
2,Resum dades: velocitat i direcció del vent avui,Puig Sesolles (1.666 m),SO,42.5
2,Resum dades: velocitat i direcció del vent avui,Sant Pere Pescador,NO,33.8
2,Resum dades: velocitat i direcció del vent avui,Pantà de Darnius - Boadella,NE,29.9
2,Resum dades: velocitat i direcció del vent avui,Roses,N,29.2
2,Resum dades: velocitat i direcció del vent avui,Castell d'Aro,N,27.7
2,Resum dades: velocitat i direcció del vent avui,Miami Platja,O,27.4
2,Resum dades: velocitat i direcció del vent avui,la Pobla de Segur,NO,25.6
2,Resum dades: velocitat i direcció del vent avui,PN dels Ports,NO,25.2
2,Resum dades: velocitat i direcció del vent avui,Organyà,N,24.8
3,Resum dades: precipitació avui,Santa Coloma de Queralt,0.2,
3,Resum dades: precipitació avui,Viladrau,0.2,
3,Resum dades: precipitació avui,la Panadella,0.2,
3,Resum dades: precipitació avui,la Quar,0.1,
3,Resum dades: precipitació avui,PN del Garraf - el Rascler,0.1,
3,Resum dades: precipitació avui,Castellnou de Seana,0.0,
3,Resum dades: precipitació avui,Tàrrega,0.0,
3,Resum dades: precipitació avui,Cervera,0.0,
3,Resum dades: precipitació avui,Mas de Barberans,0.0,
3,Resum dades: precipitació avui,Orís,0.0,
