table_index,caption,col1,col2,col3
0,Resum dades: temperatura màxima avui,el Prat de Llobregat,31.4,
0,Resum dades: temperatura màxima avui,les Cases d'Alcanar,31.0,
0,Resum dades: temperatura màxima avui,Vilanova i la Geltrú,30.4,
0,Resum dades: temperatura màxima avui,Barcelona - Zona Universitària,30.3,
0,Resum dades: temperatura màxima avui,Canyelles,30.1,
0,Resum dades: temperatura màxima avui,el Vendrell,29.9,
0,Resum dades: temperatura màxima avui,Viladecans - les Filipines,29.9,
0,Resum dades: temperatura màxima avui,l'Aldea,29.8,
0,Resum dades: temperatura màxima avui,Cunit,29.7,
0,Resum dades: temperatura màxima avui,Barcelona - el Raval,29.5,
1,Resum dades: temperatura mínima avui,Das - Aeròdrom,10.2,
1,Resum dades: temperatura mínima avui,Bonabé (1.691 m),11.3,
1,Resum dades: temperatura mínima avui,Guixers - Valls,11.4,
1,Resum dades: temperatura mínima avui,Guardiola de Berguedà,12.1,
1,Resum dades: temperatura mínima avui,el Pont de Suert,12.6,
1,Resum dades: temperatura mínima avui,Sant Pau de Segúries,13.0,
1,Resum dades: temperatura mínima avui,Castellar de n'Hug - el Clot del Moro,13.5,
1,Resum dades: temperatura mínima avui,Puigcerdà,13.6,
1,Resum dades: temperatura mínima avui,Molló - Fabert,14.0,
1,Resum dades: temperatura mínima avui,Vielha - Elipòrt,14.5,
2,Resum dades: velocitat i direcció del vent avui,Portbou - coll dels Belitres,N,55.4
2,Resum dades: velocitat i direcció del vent avui,Puig Sesolles (1.666 m),O,50.8
2,Resum dades: velocitat i direcció del vent avui,el Perelló,NO,40.0
2,Resum dades: velocitat i direcció del vent avui,Miami Platja,O,36.7
2,Resum dades: velocitat i direcció del vent avui,PN dels Ports,O,35.3
2,Resum dades: velocitat i direcció del vent avui,Navata,N,35.3
2,Resum dades: velocitat i direcció del vent avui,Roses,NE,33.8
2,Resum dades: velocitat i direcció del vent avui,Montsec d'Ares (1.571 m),SO,32.0
2,Resum dades: velocitat i direcció del vent avui,les Borges Blanques,O,31.0
2,Resum dades: velocitat i direcció del vent avui,Riudecanyes,O,29.9
3,Resum dades: precipitació avui,la Panadella,0.1,
3,Resum dades: precipitació avui,Mollerussa,0.1,
3,Resum dades: precipitació avui,Puig Sesolles (1.666 m),0.1,
3,Resum dades: precipitació avui,Prades,0.1,
3,Resum dades: precipitació avui,Castellnou de Seana,0.0,
3,Resum dades: precipitació avui,Tàrrega,0.0,
3,Resum dades: precipitació avui,Cervera,0.0,
3,Resum dades: precipitació avui,Mas de Barberans,0.0,
3,Resum dades: precipitació avui,Orís,0.0,
3,Resum dades: precipitació avui,la Seu d'Urgell - Bellestar,0.0,
