table_index,caption,col1,col2,col3
0,Resum dades: temperatura màxima avui,Aldover,31.7,
0,Resum dades: temperatura màxima avui,Cabanes,31.5,
0,Resum dades: temperatura màxima avui,Espolla,30.9,
0,Resum dades: temperatura màxima avui,l'Aldea,30.4,
0,Resum dades: temperatura màxima avui,Ulldecona - els Valentins,30.2,
0,Resum dades: temperatura màxima avui,Nulles,30.2,
0,Resum dades: temperatura màxima avui,Miami Platja,30.2,
0,Resum dades: temperatura màxima avui,el Montmell,29.8,
0,Resum dades: temperatura màxima avui,Riudecanyes,29.6,
0,Resum dades: temperatura màxima avui,l'Ametlla de Mar,29.5,
1,Resum dades: temperatura mínima avui,Das - Aeròdrom,4.2,
1,Resum dades: temperatura mínima avui,Guixers - Valls,6.0,
1,Resum dades: temperatura mínima avui,Prades,6.0,
1,Resum dades: temperatura mínima avui,el Pont de Suert,6.4,
1,Resum dades: temperatura mínima avui,Guardiola de Berguedà,8.1,
1,Resum dades: temperatura mínima avui,Vielha - Elipòrt,8.8,
1,Resum dades: temperatura mínima avui,Puigcerdà,9.7,
1,Resum dades: temperatura mínima avui,Sant Pau de Segúries,9.8,
1,Resum dades: temperatura mínima avui,Castellar de n'Hug - el Clot del Moro,9.8,
1,Resum dades: temperatura mínima avui,Oliola,10.0,
2,Resum dades: velocitat i direcció del vent avui,Portbou - coll dels Belitres,N,59.0
2,Resum dades: velocitat i direcció del vent avui,Roses,N,50.4
2,Resum dades: velocitat i direcció del vent avui,Riudecanyes,NO,47.9
2,Resum dades: velocitat i direcció del vent avui,Miami Platja,O,45.4
2,Resum dades: velocitat i direcció del vent avui,Pantà de Darnius - Boadella,NE,36.0
2,Resum dades: velocitat i direcció del vent avui,Organyà,N,35.6
2,Resum dades: velocitat i direcció del vent avui,el Perelló,NO,35.3
2,Resum dades: velocitat i direcció del vent avui,Font-rubí,E,25.9
2,Resum dades: velocitat i direcció del vent avui,Constantí,E,23.4
2,Resum dades: velocitat i direcció del vent avui,Margalef,SO,22.0
3,Resum dades: precipitació avui,Castellnou de Seana,0.0,
3,Resum dades: precipitació avui,Tàrrega,0.0,
3,Resum dades: precipitació avui,Cervera,0.0,
3,Resum dades: precipitació avui,Mas de Barberans,0.0,
3,Resum dades: precipitació avui,Orís,0.0,
3,Resum dades: precipitació avui,la Seu d'Urgell - Bellestar,0.0,
3,Resum dades: precipitació avui,els Hostalets de Pierola,0.0,
3,Resum dades: precipitació avui,Molló - Fabert,0.0,
3,Resum dades: precipitació avui,Sant Pau de Segúries,0.0,
3,Resum dades: precipitació avui,Organyà,0.0,
