table_index,caption,col1,col2,col3
0,Resum dades: temperatura màxima avui,Cabanes,33.7,
0,Resum dades: temperatura màxima avui,la Tallada d'Empordà,33.5,
0,Resum dades: temperatura màxima avui,la Bisbal d'Empordà,33.1,
0,Resum dades: temperatura màxima avui,Espolla,33.0,
0,Resum dades: temperatura màxima avui,Girona,32.7,
0,Resum dades: temperatura màxima avui,el Perelló,32.6,
0,Resum dades: temperatura màxima avui,Pantà de Darnius - Boadella,32.6,
0,Resum dades: temperatura màxima avui,Torroella de Fluvià,32.6,
0,Resum dades: temperatura màxima avui,Vallirana,32.4,
0,Resum dades: temperatura màxima avui,Navata,32.4,
1,Resum dades: temperatura mínima avui,Das - Aeròdrom,2.4,
1,Resum dades: temperatura mínima avui,Prades,6.1,
1,Resum dades: temperatura mínima avui,el Pont de Suert,7.0,
1,Resum dades: temperatura mínima avui,Guixers - Valls,7.0,
1,Resum dades: temperatura mínima avui,Tírvia,7.4,
1,Resum dades: temperatura mínima avui,Sant Pau de Segúries,7.5,
1,Resum dades: temperatura mínima avui,Puigcerdà,7.5,
1,Resum dades: temperatura mínima avui,Sort,7.7,
1,Resum dades: temperatura mínima avui,Guardiola de Berguedà,7.9,
1,Resum dades: temperatura mínima avui,Castellar de n'Hug - el Clot del Moro,8.4,
2,Resum dades: velocitat i direcció del vent avui,Portbou - coll dels Belitres,NO,57.2
2,Resum dades: velocitat i direcció del vent avui,Organyà,NE,46.8
2,Resum dades: velocitat i direcció del vent avui,Barcelona - Observatori Fabra,NO,33.8
2,Resum dades: velocitat i direcció del vent avui,Mataró,NO,30.6
2,Resum dades: velocitat i direcció del vent avui,Pantà de Darnius - Boadella,N,29.5
2,Resum dades: velocitat i direcció del vent avui,Port de Barcelona - Bocana Sud,SO,29.2
2,Resum dades: velocitat i direcció del vent avui,Castell d'Aro,S,25.6
2,Resum dades: velocitat i direcció del vent avui,la Pobla de Segur,NO,25.6
2,Resum dades: velocitat i direcció del vent avui,la Panadella,NO,24.8
2,Resum dades: velocitat i direcció del vent avui,el Prat de Llobregat,NO,24.5
3,Resum dades: precipitació avui,Sant Pere Pescador,0.1,
3,Resum dades: precipitació avui,Maials,0.1,
3,Resum dades: precipitació avui,Castellnou de Seana,0.0,
3,Resum dades: precipitació avui,Tàrrega,0.0,
3,Resum dades: precipitació avui,Cervera,0.0,
3,Resum dades: precipitació avui,Mas de Barberans,0.0,
3,Resum dades: precipitació avui,Orís,0.0,
3,Resum dades: precipitació avui,la Seu d'Urgell - Bellestar,0.0,
3,Resum dades: precipitació avui,els Hostalets de Pierola,0.0,
3,Resum dades: precipitació avui,Molló - Fabert,0.0,
